Style Number,Style Sketch/Image Link,Line?,Pattern Number,Sleeve Pattern Number,Style Type,Style Primary Color,Fabric Type,Style Name,Style Description,Fabric 1 Name,Fabric 1 Status,Fabric 1 Quantity (in meter),Fabric 1 Rate (Rs per meter),Fabric 2 Name,Fabric 2 Status,Fabric 2 Quantity (in meter),Fabric 2 Rate (Rs per meter),Fabric 3 Name,Fabric 3 Status,Fabric 3 Quantity (in meter),Fabric 3 Rate (Rs per meter),Accessory 1 Type,Accessory 1 Status,Accessory 1 Quantity,Accessory 1 Rate,Accessory 2 Type,Accessory 2 Status,Accessory 2 Quantity,Accessory 2 Rate,Accessory 3 Type,Accessory 3 Status,Accessory 3 Quantity,Accessory 3 Rate,Dyeing Cost,Labor (hours),Prints,Occasion,Neck Style,Main Trend,Fitting Type,Collar Type,Sleeve Type,Style Secondary Color,Primary Color Shade,Sleeve Length,Season,Hemline,Transparency,Lining,Wash Care,Closure,Bust (Inches) - XS,Chest (inches) - XS,Front Length (inches) - XS,Hips (inches),Waist (inches) - XS,Across Shoulder (inches) - XS,Sleeve Length (inches) - XS,Organic/Sustainable?,Dress Type,Shirt Type,Email Address,Fabric 1 Number,Fabric 2 Number,Fabric 3 Number,Accessory 1 Number,Accessory 2 Number,Accessory 3 Number,Dress Length,Fabric Cost,Accessory Cost,Labor Cost,Dyeing Cost,Packing Cost,Total Cost (USD),Discount (%),Discount Rupees,Target SP (INR),1st Discounted Price,1st Discount (Rs),2nd Discounted Price,2nd Discount (Rs),Clearance Price,Clerance Discount (Rs),Outlet Price,Total Cost (INR),MRP,Style Status,MSRP (USD),Discount %,Premium Style?,Exact Inventory,Inactive,Checked,Photo
19658,https://drive.google.com/open?id=13dfEsFp3tiiyEih5_end8n5Rr1yk2TXJ,Qurvii,949,,Top,Red,Crepe,Printed notch neck pleated crepe top,Red Crepe Regular Fit Top with Curved Hemline,Crepe,In store and available,2.5,40,,,,,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Day, Smart Casual",V Neck,New Basics,Regular Fit,Not Applicable,Regular,White,Bright,Three Quarter,Summer,Curved,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,27,37.5,27.5,13.5,18,No,Other,,karishma@qurvii.com,00,,,,,,,100,0,150,,45,3.277777778,1,,,1499,896,899,1496,599,1796,399,295,2395,,27,,FALSE,FALSE,FALSE,FALSE,
19659,https://drive.google.com/open?id=14MLNKPJeDQxIA0I7WsOVqJxN79q3PgqO,Qurvii,798,,Shrug,Multi,Crepe,Multi color abstract print shrug,Multi Crepe Loose Fit Shrug with Straight Hemline,Crepe,In store and available,2.7,40,,,,,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Day, Smart Casual",Not Applicable,New Basics,Loose Fit,Not Applicable,Regular,Multi,Bright,Three Quarter,Summer,Straight,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,108,0,150,,45,3.366666667,1,,,1499,896,899,1496,599,1796,499,303,2395,,27,,FALSE,FALSE,FALSE,FALSE,
19660,https://drive.google.com/open?id=1qycWLtysCkZifGFIl8cXq-kALN2hfYsO,Qurvii,798,,Shrug,Green,Crepe,Multi color floral print shrug ,Green Crepe Loose Fit Shrug with Straight Hemline,French crepe,In store and available,2.7,60,,,,,,,,,,,,,,,,,,,,,,3,Floral,"Casual, Day, Smart Casual",Not Applicable,New Basics,Loose Fit,Not Applicable,Regular,Multi,Bright,Three Quarter,Summer,Straight,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,162,0,150,,45,3.966666667,1,,,1799,1096,1099,1796,699,2196,499,357,2895,,32,,FALSE,FALSE,FALSE,FALSE,
19661,https://drive.google.com/open?id=1uU_euwc_iPGa4A1WvxsAL1B2gupoHu6g,Qurvii,798,,Shrug,Black,Crepe,Tropical print shrug,Black Crepe Loose Fit Shrug with Straight Hemline,Crepe,In store and available,2.7,45,,,,,,,,,Lace,In store and available,2.15,50,,,,,,,,,,3,Tropical,"Casual, Day, Smart Casual",Not Applicable,New Basics,Loose Fit,Not Applicable,Regular,White,Dark,Three Quarter,"Summer, Fall",Straight,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,121.5,107.5,150,,45,4.711111111,1,,,2099,1296,1299,2096,799,2596,599,424,3395,,38,,FALSE,FALSE,FALSE,FALSE,
19662,https://drive.google.com/open?id=1tvtKIux8NKaPCTvqB0gKaEEqJbUx1HUX,Qurvii,798,,Shrug,Beige,Crepe,Leopard print shrug,Beige Crepe Loose Fit Shrug with Straight Hemline,Crepe,In store and available,2.7,45,,,,,,,,,Lace,In store and available,2.15,50,,,,,,,,,,3,Leopard,"Casual, Day, Smart Casual",Not Applicable,New Basics,Loose Fit,Not Applicable,Regular,Black,Dark,Three Quarter,"Summer, Fall",Straight,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,121.5,107.5,150,,45,4.711111111,1,,,2099,1296,1299,2096,799,2596,599,424,3395,,38,,FALSE,FALSE,FALSE,FALSE,
19663,https://drive.google.com/open?id=1E49hoOoAGLC__XrULZDbGwawvIOSjDJc,Qurvii,798,,Shrug,Orange,Crepe,Animal print shrug,Orange Crepe Loose Fit Shrug with Straight Hemline,Crepe,In store and available,2.7,45,,,,,,,,,Lace,In store and available,2.15,50,,,,,,,,,,3,Animal,"Casual, Day, Smart Casual",Not Applicable,New Basics,Loose Fit,Not Applicable,Regular,Black,Bright,Three Quarter,Summer,Straight,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,121.5,107.5,150,,45,4.711111111,1,,,2099,1296,1299,2096,799,2596,599,424,3395,,38,,FALSE,FALSE,FALSE,FALSE,
19664,https://drive.google.com/open?id=1KOyHbRUh24x3-zXI7UcXdQ8rcZXZMKq6,Qurvii,721,,Shrug,Orange,Crepe,Solid mandarin collar shirt,Orange Crepe Regular Fit Shrug with Curved Hemline,Crepe,In store and available,2.8,36,,,,,,,,,Buttons,In store and available,2,5,,,,,,,,,,3,Solid,"Casual, Day, Smart Casual",Mandarin Collar,New Basics,Regular Fit,Mandarin Collar,Regular,Orange,Bright,Three Quarter,Summer,Curved,Opaque,Without,Machine Wash,Not Applicable,35.5,34.5,30,37.5,27.5,13.5,19,No,Shirt,,karishma@qurvii.com,00,,,,,,,100.8,10,150,,45,3.397777778,1,,,1499,896,899,1496,599,1796,499,305.8,2395,,28,,FALSE,FALSE,FALSE,FALSE,
19665,https://drive.google.com/open?id=1d3JoUFzBcn11iOhHdSjECvcsJjcnCKbM,Qurvii,855,,Shirt,Navy,Crepe,Navy stripe full placket shirt with printed pocket & collar,Navy Crepe Regular Fit Shirt with Curved Hemline,Crepe stripe,In store and available,2.7,45,Printed crepe,In store and available,0.7,45,,,,,Buttons,In store and available,8,5,,,,,,,,,,3,"Animal, Stripe","Casual, Smart Casual",Classic Shirt,New Basics,Regular Fit,Classic Collar,Cuff Sleeve,White,Dark,Full,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Button,35.5,34.5,29,37.5,27.5,13.5,23,No,Shirt,,karishma@qurvii.com,00,00,,,,,,153,40,150,,45,4.311111111,1,,,1899,1196,1199,1896,799,2296,599,388,3095,,35,,FALSE,FALSE,FALSE,FALSE,
19666,https://drive.google.com/open?id=1SvCBlQWtZEqjjvIJtO3tepndC13Sdf2Z,Qurvii,855,,Shirt,Green,Crepe,Green stripe full placket shirt with printed pocket & collar,Green Crepe Regular Fit Shirt with Curved Hemline,Crepe stripe,In store and available,2.7,45,Printed crepe,In store and available,0.7,45,,,,,Buttons,In store and available,8,5,,,,,,,,,,3,"Animal, Stripe","Casual, Day, Smart Casual",Classic Shirt,New Basics,Regular Fit,Classic Collar,Cuff Sleeve,White,Dark,Full,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Button,35.5,34.5,29,37.5,27.5,13.5,23,No,Shirt,,karishma@qurvii.com,00,00,,,,,,153,40,150,,45,4.311111111,1,,,1899,1196,1199,1896,799,2296,599,388,3095,,35,,FALSE,FALSE,FALSE,FALSE,
19667,https://drive.google.com/open?id=1As5JMO-Ppu4YgkKzsw6fWTeTFbuArEN_,Qurvii,846,,Shirt Dress,Black,Crepe,Black printed shirt dress,Black Crepe Loose Fit Shirt Dress with Curved Hemline,Crepe,In store and available,3.15,45,,,,,,,,,Buttons,In store and available,7,5,Fusing,In store and available,0.25,20,,,,,,3,Geometric,"Casual, Smart Casual",V Neck,New Basics,Loose Fit,Classic Collar,Regular,White,Dark,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Button,35.5,34.5,44,37.5,27.5,13.5,20,No,Other,,karishma@qurvii.com,00,,,,,,,141.75,40,150,,45,4.186111111,1,,,1899,1096,1099,1896,799,2196,599,376.75,2995,,34,,FALSE,FALSE,FALSE,FALSE,
19176,https://drive.google.com/open?id=1BRiU4DLzdnlOQMBI-Lht5EL3nrO1iLJn,Qurvii,689,,Jacket,Black,Fleece,Solid black fleece long jacket,Black Fleece Regular Fit Jacket with Straight Hemline and With Lining,Fleece,In store and available,1.5,150,,,,,,,,,Fusing,,1,10,,,,,,,,,,3,Solid,"Evening, Semi Formal, Office, Smart Casual",V Neck,New Basics,Regular Fit,Not Applicable,Not Applicable,Black,Dark,Full,Winter,Straight,Opaque,With,Hand Wash,Not Applicable,36,35,36,38,28,14,23,No,,,,,,,,,,,?225.00,?10.00,?150.00,,?45.00,4.78,100.00%,,,"2,199.00","1,196.00","1,299.00","2,096.00",899,"2,496.00",599,?430.00,"3,395.00",,39,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1BRiU4DLzdnlOQMBI-Lht5EL3nrO1iLJn
19177,https://drive.google.com/open?id=1hlPO0y11ZyUFwNtqD6Zrx4AQ6TNbUDRQ,Qurvii,698,,Kaftan,Black,Georgette,Black georgette kaftan shirt ,Black Georgette Regular Fit Kaftan with Asymmetric Hemline,Black ggt,In store and available,3,50,Black Sequence,In store and available,0.25,150,,,,,Fusing,In store and available,0.1,10,,,,,,,,,,3,Solid,"Evening, Party",Other,"New Basics, Sheer, Bling & Sparkly",Regular Fit,Other,Other,Black,Dark,Elbow Length,Spring,Asymmetric,Sheer,Without,Hand Wash,Not Applicable,36,35,27.5,38,28,14,17,No,,,,2036,3023,,,,,,?187.50,?1.00,?150.00,,?45.00,4.26,100.00%,,,"1,899.00","1,196.00","1,199.00","1,896.00",799,"2,296.00",599,?383.50,"3,095.00",2nd Discount,35,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1hlPO0y11ZyUFwNtqD6Zrx4AQ6TNbUDRQ
19178,https://drive.google.com/open?id=1Dw83lHafimpoILJ6v3sF1tT7eb8FiUK9,Qurvii,467,,Top,Black,Crepe,Black Polka Top,Black Crepe Regular Fit Top with Straight Hemline,Crepe,In store and available,2,35,Crepe,In store and available,1,35,,,,,,,,,,,,,,,,,,3,Polka,"Casual, Smart Casual",V Neck,Polka Dots,Regular Fit,Collarless,Bell Sleeve,White,Dark,Three Quarter,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?105.00,?0.00,?150.00,,?45.00,3.33,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",499,?300.00,"2,395.00",2nd Discount,27,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Dw83lHafimpoILJ6v3sF1tT7eb8FiUK9
19179,https://drive.google.com/open?id=13z_MPnxKIPKk3iE1_ryhxaaDrwUhX6iq,Qurvii,622,,Dress,Black,Crepe,Floral Long Dress,Black Crepe Slim Fit Dress with Straight Hemline,Crepe,In store and available,3.2,40,,,,,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Floral,"Evening, Party, Casual",Square Neck,Floral,Slim Fit,Not Applicable,Puff Sleeve,White,Dark,Three Quarter,"Summer, Spring, Fall",Straight,Opaque,Without,Machine Wash,Concealed Zip,36,35,56,38,28,14,17,No,,,,,,,,,,,?128.00,?10.00,?150.00,,?45.00,3.7,100.00%,,,"1,699.00",996,999,"1,696.00",699,"1,996.00",499,?333.00,"2,695.00",Other,30,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=13z_MPnxKIPKk3iE1_ryhxaaDrwUhX6iq
19180,https://drive.google.com/open?id=1MY-6g9J6fMMQ88HcmocVZOuWamdrx6JF,Qurvii,518,,Top,Red,Silk,Red silk half placket top ,Red Silk Regular Fit Top with Curved Hemline,Burfi silk,In store and available,2.5,100,Red Sequins,In store and available,0.1,150,,,,,Buttons,In store and available,5,10,,,,,,,,,,3,Solid,"Evening, Party",Mandarin Collar,"New Basics, Bling & Sparkly",Regular Fit,Mandarin Collar,Cuff Sleeve,Red,Dark,Full,"Summer, Spring",Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,28,38,28,14,21.5,No,,,,,,,,,,,?265.00,?50.00,?150.00,,?45.00,5.67,100.00%,,,"2,599.00","1,496.00","1,499.00","2,596.00",999,"3,096.00",799,?510.00,"4,095.00",,46,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1MY-6g9J6fMMQ88HcmocVZOuWamdrx6JF
19181,https://drive.google.com/open?id=15ySVKIEMTTvejyVUdgNUFGRKpTayisxL,Qurvii,751,,Dress,Neon Yellow,Georgette,Neon Yellow abstract print A-Line dress,Neon Yellow Georgette Regular Fit Dress with Curved Hemline and With Lining,Georgette ,In store and available,3.5,45,lining,In store and available,2,45,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Daily",V Neck,"Abstract, Lace, Frills, Bows and Ruffles",Regular Fit,Collarless,Bell Sleeve,Neon Yellow,Bright,Half,Summer,Curved,Opaque,With,Machine Wash,Not Applicable,35.5,34.5,42,37.5,27.5,13.5,12,No,A-Line,,,,,,,,,,247.5,0,150,,45,4.916666667,1,,,2199,1296,1299,2196,899,2596,699,442.5,3495,,40,,TRUE,FALSE,FALSE,TRUE,
19182,https://drive.google.com/open?id=1VQsEw5ik8kMdAo62o3Ihv5Na7ESGmAIv,Qurvii,720,,Shirt,Black,Crepe,Black and White colorblock stripe shirt ,Black Crepe Relaxed Fit Shirt with Straight Hemline,Crepe,In store and available,1.5,45,Crepe ,In store and available,1.5,45,,,,,Buttons,In store and available,8,5,Fusing ,In store and available,0.25,30,,,,,,3,Stripe,"Casual, Smart Casual",Not Applicable,Color Blocked,Relaxed Fit,Classic Collar,Cuff Sleeve,White,Dark,Full,Summer,Straight,Semi Sheer,Without,Machine Wash,Button,36,35,26,38,28,14,19,No,,,,,,,,,,,?135.00,?47.50,?150.00,,?45.00,4.19,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?377.50,"2,995.00",,34,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1VQsEw5ik8kMdAo62o3Ihv5Na7ESGmAIv
19183,https://drive.google.com/open?id=1hsINd5JeA7WKpkJsUvVlTtqEb8QonxlP,Qurvii,518,,Shirt,Pink,Crepe,Pink Paisely  Mandrain collar Shirt,Pink Crepe Regular Fit Shirt with Curved Hemline,Crepe ,In store and available,2.75,45,,,,,,,,,Buttons,In store and available,5,5,Fusing,In store and available,0.25,10,,,,,,3,Paisley,"Evening, Casual, Festival",Mandarin Collar,"New Basics, Ethnic Prints",Regular Fit,Mandarin Collar,Cuff Sleeve,Pink,Bright,Full,Fall,Curved,Opaque,Without,Machine Wash,Button,36,35,28,38,28,14,22,No,Shirt,,,,,,,,,,?123.75,?27.50,?150.00,,?45.00,3.85,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?346.25,"2,795.00",,31,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1hsINd5JeA7WKpkJsUvVlTtqEb8QonxlP
19184,https://drive.google.com/open?id=1QB2HMBm4d9V2HKStmZTgxlEATsg0MvTU,Qurvii,689,,Jacket,Gray,Fleece,Solid light gray fleece long jacket,Gray Fleece Regular Fit Jacket with Straight Hemline,Gray Fleece,In store and available,2,300,,,,,,,,,,,,,,,,,,,,,,3,solid,"Evening, Semi Formal, Smart Casual",V Neck,New Basics,Regular Fit,Not Applicable,Not Applicable,Gray,Light,Full,Winter,Straight,Opaque,Without,Hand Wash,Not Applicable,36,35,36,38,28,14,23,No,,,,,,,,,,,?600.00,?0.00,?150.00,,?45.00,8.83,100.00%,,,"3,999.00","2,396.00","2,399.00","3,996.00","1,599.00","4,796.00","1,199.00",?795.00,"6,395.00",,71,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1QB2HMBm4d9V2HKStmZTgxlEATsg0MvTU
19185,https://drive.google.com/open?id=1WoauKQiDER1mi7XuoFJcGJaWYghFCkPo,Qurvii,518,,Shirt,White,Georgette,White and Black polka georgette half placket shirt ,White Georgette Regular Fit Shirt with Curved Hemline,Georgette ,In store and available,2.75,60,,,,,,,,,Buttons,In store and available,5,5,Fusing,In store and available,0.25,10,,,,,,3,Polka,"Casual, Smart Casual, Active",Mandarin Collar,"Lace, Frills, Bows and Ruffles, New Basics, Polka Dots",Regular Fit,Mandarin Collar,Cuff Sleeve,Black,Light,Full,Fall,Curved,Sheer,Without,Machine Wash,Button,36,35,28,38,28,14,21.5,No,Shirt,,,,,,,,,,?165.00,?27.50,?150.00,,?45.00,4.31,100.00%,,,"1,899.00","1,196.00","1,199.00","1,896.00",799,"2,296.00",599,?387.50,"3,095.00",,35,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1WoauKQiDER1mi7XuoFJcGJaWYghFCkPo
19186,https://drive.google.com/open?id=1JLzH5P6iwdMwHhQeLYg-puEl0OUDxq18,Qurvii,518,,Top,Purple,Georgette,Purple half placket top,Purple Georgette Regular Fit Top with Curved Hemline,Georgette,In store and available,2.5,45,,,,,,,,,Buttons,In store and available,4,5,,,,,,,,,,3,Geometric,"Casual, Semi Formal",Mandarin Collar,"Geometric, Sheer",Regular Fit,Mandarin Collar,Cuff Sleeve,Multi,Light,Three Quarter,Fall,Curved,Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,22,No,,,,,,,,,,,?112.50,?20.00,?150.00,,?45.00,3.64,100.00%,,,"1,599.00",996,999,"1,596.00",699,"1,896.00",499,?327.50,"2,595.00",,30,98.84%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1JLzH5P6iwdMwHhQeLYg-puEl0OUDxq18
19187,https://drive.google.com/open?id=1Dn4cW2bsqYMG8ApqDEHhfFBqpP1R4mcv,Qurvii,467,,Top,Orange,Crepe,Orange Tie Top,Orange Crepe Regular Fit Top with Straight Hemline,Crepe ,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Smart Casual",V Neck,Bohemian,Regular Fit,Collarless,Not Applicable,Orange,Bright,Three Quarter,"Summer, Spring, Fall",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,28.5,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Dn4cW2bsqYMG8ApqDEHhfFBqpP1R4mcv
19188,,Qurvii,562,,Top,Black,Crepe,Black Top With Mesh On Bell Sleeves,Black Crepe Relaxed Fit Top with Curved Hemline,Moss crepe,In store and available,2,45,net,In store and available,0.25,20,,,,,,,,,,,,,,,,,,3,Solid,"Semi Formal, Office, Night, Smart Casual",V Neck,New Basics,Relaxed Fit,Not Applicable,Bell Sleeve,Black,Dark,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,17,No,,,,,,,,,,,?95.00,?0.00,?150.00,,?45.00,3.22,100.00%,,,"1,499.00",796,899,"1,396.00",599,"1,696.00",399,?290.00,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
19189,https://drive.google.com/open?id=1DNxOa3lK5Op9UX6YgQlgECXDsvdcq-ct,Qurvii,518,,Shirt,Red,Georgette,Red Tropical print Shirt,Red Georgette Regular Fit Shirt with Curved Hemline,Georgette ,In store and available,2.75,45,,,,,,,,,Fusing,In store and available,0.25,10,Buttons,In store and available,5,5,,,,,,3,Tropical,"Evening, Beach, Festival",Mandarin Collar,"New Basics, Sheer, Tropical",Regular Fit,Mandarin Collar,Cuff Sleeve,Multi,Dark,Full,Fall,Curved,Sheer,Without,Machine Wash,Button,36,35,28,38,28,14,22,No,Shirt,,,,,,,,,,?123.75,?27.50,?150.00,,?45.00,3.85,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?346.25,"2,795.00",,31,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1DNxOa3lK5Op9UX6YgQlgECXDsvdcq-ct
19190,https://drive.google.com/open?id=1iEQW6cDEQGyyAfM-9FTOv-IU5Ms6rgXv,Qurvii,562,,Top,Navy,Crepe,Navy blue  Top With stylish Mesh  Bell Sleeves,Navy Crepe Regular Fit Top with Curved Hemline,Crepe ,In store and available,2.75,45,Net ,In store and available,0.25,20,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Smart Casual",V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Regular Fit,Collarless,Bell Sleeve,Black,Dark,Three Quarter,Fall,Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,27,38,28,14,16,No,,,,,,,,,,,?128.75,?0.00,?150.00,,?45.00,3.6,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?323.75,"2,595.00",,29,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1iEQW6cDEQGyyAfM-9FTOv-IU5Ms6rgXv
19191,https://drive.google.com/open?id=17EEPHW4eIYKrgQPQnkaqghekSIsci8JK,Qurvii,519,,Dress,Red,Georgette,Red sequins party maxi dress,Red Georgette Slim Fit Dress with Flared Hemline and With Lining,Red georgette,In store and available,3,35,Red sequence ,In store and available,0.5,150,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Solid,"Evening, Party",V Neck,Bling & Sparkly,Slim Fit,Not Applicable,Bell Sleeve,Red,Bright,Three Quarter,Summer,Flared,Semi Sheer,With,Hand Wash,Concealed Zip,36,35,50,38,28,14,17,No,Fit & Flare,,,,,,,,,,?180.00,?10.00,?150.00,,?45.00,4.28,100.00%,,,"1,899.00","1,196.00","1,199.00","1,896.00",799,"2,296.00",599,?385.00,"3,095.00",Other,35,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=17EEPHW4eIYKrgQPQnkaqghekSIsci8JK
19192,https://drive.google.com/open?id=1qKKGREs7oV34sdNM74P8xByXoSHbjrfD,Qurvii,530,,Dress,Magenta,Jersey,Magenta solid jersey off-shoulder calf-length dress,Magenta Jersey Relaxed Fit Dress with Flared Hemline,Jersey ,In store and available,2,150,,,,,,,,,Elastic,In store and available,1.5,20,,,,,,,,,,3,Solid,"Evening, Casual",Off Shoulder,"Lace, Frills, Bows and Ruffles",Relaxed Fit,Collarless,Cape Sleeve,Magenta,Bright,Short,"Summer, Spring",Flared,Opaque,Without,Hand Wash,Not Applicable,36,35,40,38,28,14,,No,A-Line,,,,,,,,,,?300.00,?30.00,?150.00,,?45.00,5.83,100.00%,,,"2,599.00","1,596.00","1,599.00","2,596.00","1,099.00","3,096.00",799,?525.00,"4,195.00",,47,,TRUE,TRUE,,,https://drive.google.com/uc?export=view&id=1qKKGREs7oV34sdNM74P8xByXoSHbjrfD
19193,https://drive.google.com/open?id=1ktFpqgLL1fukpsJrsolO2HekKhnLm2LF,Qurvii,512,,Top,Navy,Crepe,Navy Floral Gather Neck Top,Navy Crepe Regular Fit Top with Hi-Low Hemline,Crepe,In store and available,2.5,35,,,,,,,,,Buttons,In store and available,2,5,,,,,,,,,,3,Floral,"Casual, Day",Round Neck,Floral,Regular Fit,Not Applicable,Cuff Sleeve,Beige,Dark,Three Quarter,Summer,Hi-Low,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?87.50,?10.00,?150.00,,?45.00,3.25,100.00%,,,"1,499.00",796,899,"1,396.00",599,"1,696.00",399,?292.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ktFpqgLL1fukpsJrsolO2HekKhnLm2LF
19194,https://drive.google.com/open?id=1wjyph5--_Djzr6V-751cOaRVpnDJWQ0e,Qurvii,544,,Kaftan,Yellow,Moss Crepe,Mustard Kaftan,"Yellow Moss Crepe Loose Fit, Western, Fusion Kaftan with Straight Hemline",Moss Crepe ,In store and available,2.5,40,,,,,,,,,Other,In store and available,3,20,,,,,,,,,,3,Solid,"Evening, Festival, Active",V Neck,Bohemian,"Loose Fit, Western, Fusion",Not Applicable,Not Applicable,Yellow,Bright,Short,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,42,38,28,14,,No,,,,,,,,,,,?100.00,?60.00,?150.00,,?45.00,3.94,100.00%,,,"1,799.00",996,"1,099.00","1,696.00",699,"2,096.00",499,?355.00,"2,795.00",2nd Discount,32,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1wjyph5--_Djzr6V-751cOaRVpnDJWQ0e
19195,https://drive.google.com/open?id=1RBu6Dhwz520BnYbXZsZUbC1f-vjcJUI8,Qurvii,562,,Top,Black,Crepe,Bell Sleeve Black Polka Top,"Black Crepe Regular Fit, Relaxed Top with Straight Hemline",Crepe ,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Daily, Day, Active",V Neck,Polka Dots,"Regular Fit, Relaxed",Not Applicable,Bell Sleeve,White,Dark,Three Quarter,Fall,Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,28.5,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1RBu6Dhwz520BnYbXZsZUbC1f-vjcJUI8
19196,https://drive.google.com/open?id=1LS9_mrwNoEGlQukH_UJsi-XO9ZTWJGDf,Qurvii,562,,Top,Navy,Crepe,Navy Blue Top,"Navy Crepe Regular Fit, Loose Fit, Western, Relaxed Top with Curved Hemline",Crepe,In store and available,2.5,35,Net fabric ,In store and available,0.16,20,,,,,,,,,,,,,,,,,,3,Floral,"Casual, Smart Casual",V Neck,Floral,"Regular Fit, Loose Fit, Western, Relaxed",Not Applicable,Bell Sleeve,White,Bright,Three Quarter,"Summer, Spring",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,28.5,38,28,14,17,No,,,,,,,,,,,?90.70,?0.00,?150.00,,?45.00,3.17,100.00%,,,"1,399.00",896,899,"1,396.00",599,"1,696.00",399,?285.70,"2,295.00",Other,26,98.87%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1LS9_mrwNoEGlQukH_UJsi-XO9ZTWJGDf
